variety name,product type,package type,amount,net weight received,account,weighed by,checked by,approved by,room,source lot number,purchase order,date,organization_id
Purple Urkle,cured,packaged,8412,8831,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Purple Urkle,crude,packaged,9612,6481,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Purple Urkle,distilled,packaged,3473,8645,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Purple Urkle,terpene,packaged,2536,7717,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Purple Urkle,sift,packaged,3869,8681,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Purple Urkle,biomass,packaged,1566,3097,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Purple Urkle,hash,packaged,8655,1465,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Purple Urkle,seeds,unpackaged,6850,5328,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Purple Urkle,plants,unpackaged,2282,4222,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Purple Urkle,g-wet,unpackaged,4536,4744,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Purple Urkle,dry,unpackaged,9279,6081,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Purple Urkle,cured,unpackaged,8356,6496,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Purple Urkle,crude,unpackaged,3179,7026,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Purple Urkle,distilled,unpackaged,2545,3377,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Purple Urkle,terpene,unpackaged,6823,2972,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Purple Urkle,sift,unpackaged,6331,3710,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Purple Urkle,biomass,unpackaged,5898,9587,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Purple Urkle,hash,unpackaged,6549,5832,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Blackberry Kush,seeds,packaged,1832,1477,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Blackberry Kush,plants,packaged,2799,870,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Blackberry Kush,g-wet,packaged,1425,2185,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Blackberry Kush,dry,packaged,2181,2102,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Blackberry Kush,cured,packaged,2960,8308,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Blackberry Kush,crude,packaged,3129,446,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Blackberry Kush,distilled,packaged,2246,6353,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Blackberry Kush,terpene,packaged,8644,5517,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Blackberry Kush,sift,packaged,2961,7038,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Blackberry Kush,biomass,packaged,7048,1267,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Blackberry Kush,hash,packaged,3491,7388,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Blackberry Kush,seeds,unpackaged,4122,958,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Blackberry Kush,plants,unpackaged,2203,5810,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Blackberry Kush,g-wet,unpackaged,3910,2039,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Blackberry Kush,dry,unpackaged,6682,2288,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Blackberry Kush,cured,unpackaged,1438,6338,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Blackberry Kush,crude,unpackaged,1266,482,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Blackberry Kush,distilled,unpackaged,4811,862,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Blackberry Kush,terpene,unpackaged,4895,4717,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Blackberry Kush,sift,unpackaged,8247,591,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Blackberry Kush,biomass,unpackaged,4266,5159,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Blackberry Kush,hash,unpackaged,7407,5456,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Hindu Kush,seeds,packaged,4983,4093,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Hindu Kush,plants,packaged,987,8060,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Hindu Kush,g-wet,packaged,2012,5745,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Hindu Kush,dry,packaged,8342,9901,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Hindu Kush,cured,packaged,7320,6262,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Hindu Kush,crude,packaged,1264,8900,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Hindu Kush,distilled,packaged,1884,8050,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Hindu Kush,terpene,packaged,1171,8274,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Hindu Kush,sift,packaged,895,277,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Hindu Kush,biomass,packaged,6764,5003,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Hindu Kush,hash,packaged,6380,2713,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Hindu Kush,seeds,unpackaged,2238,3610,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Hindu Kush,plants,unpackaged,8709,2338,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Hindu Kush,g-wet,unpackaged,9974,7475,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Hindu Kush,dry,unpackaged,6108,7579,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Hindu Kush,cured,unpackaged,7523,2783,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Hindu Kush,crude,unpackaged,5508,7426,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Hindu Kush,distilled,unpackaged,7203,1141,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Hindu Kush,terpene,unpackaged,3934,2106,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Hindu Kush,sift,unpackaged,8397,7758,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Hindu Kush,biomass,unpackaged,2675,2492,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Hindu Kush,hash,unpackaged,8103,3225,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Pink Kush,seeds,packaged,8850,9116,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Pink Kush,plants,packaged,9351,9896,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Pink Kush,g-wet,packaged,8596,9863,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Pink Kush,dry,packaged,2060,9048,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Pink Kush,cured,packaged,279,3521,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Pink Kush,crude,packaged,2363,9144,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Pink Kush,distilled,packaged,5004,8007,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Pink Kush,terpene,packaged,586,2048,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Pink Kush,sift,packaged,6581,2441,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Pink Kush,biomass,packaged,3642,4426,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Pink Kush,hash,packaged,7059,9424,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Pink Kush,seeds,unpackaged,4459,5154,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Pink Kush,plants,unpackaged,8439,5954,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Pink Kush,g-wet,unpackaged,2682,430,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Pink Kush,dry,unpackaged,2366,2701,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Pink Kush,cured,unpackaged,9813,4724,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Pink Kush,crude,unpackaged,9310,6639,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Pink Kush,distilled,unpackaged,5926,2456,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Pink Kush,terpene,unpackaged,1752,2692,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Pink Kush,sift,unpackaged,6535,7304,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Pink Kush,biomass,unpackaged,6300,3136,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Pink Kush,hash,unpackaged,8295,2294,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Afgooey,seeds,packaged,2869,1831,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Afgooey,plants,packaged,4899,5030,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Afgooey,g-wet,packaged,4559,666,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Afgooey,dry,packaged,1239,3951,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Afgooey,cured,packaged,9896,737,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Afgooey,crude,packaged,4958,8669,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Afgooey,distilled,packaged,3305,6338,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Afgooey,terpene,packaged,7975,4065,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Afgooey,sift,packaged,4568,8812,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Afgooey,biomass,packaged,873,509,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Afgooey,hash,packaged,1527,6674,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Afgooey,seeds,unpackaged,3804,1516,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Afgooey,plants,unpackaged,1024,7249,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Afgooey,g-wet,unpackaged,8601,3506,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Afgooey,dry,unpackaged,9311,3407,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Afgooey,cured,unpackaged,5929,1966,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Afgooey,crude,unpackaged,6170,7785,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Afgooey,distilled,unpackaged,3175,4172,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Afgooey,terpene,unpackaged,900,3895,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Afgooey,sift,unpackaged,2719,6645,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Afgooey,biomass,unpackaged,8254,2133,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Afgooey,hash,unpackaged,3235,3232,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Romulan,seeds,packaged,644,7488,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Romulan,plants,packaged,2850,5740,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Romulan,g-wet,packaged,9071,9242,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Romulan,dry,packaged,4692,7513,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Romulan,cured,packaged,9350,6890,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Romulan,crude,packaged,8955,8115,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Romulan,distilled,packaged,774,7460,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Romulan,terpene,packaged,2396,8045,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Romulan,sift,packaged,8920,8812,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Romulan,biomass,packaged,2105,1148,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Romulan,hash,packaged,6592,466,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Romulan,seeds,unpackaged,3518,5580,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Romulan,plants,unpackaged,4778,6156,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Romulan,g-wet,unpackaged,7657,3615,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Romulan,dry,unpackaged,4657,5765,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Romulan,cured,unpackaged,7865,5067,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Romulan,crude,unpackaged,7068,9931,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Romulan,distilled,unpackaged,1857,3347,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Romulan,terpene,unpackaged,6369,7937,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Romulan,sift,unpackaged,9676,5000,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Romulan,biomass,unpackaged,7933,4768,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Romulan,hash,unpackaged,5660,2710,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
OG Kush,seeds,packaged,1325,2097,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
OG Kush,plants,packaged,2826,9168,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
OG Kush,g-wet,packaged,470,7430,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
OG Kush,dry,packaged,8349,3247,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
OG Kush,cured,packaged,9035,5000,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
OG Kush,crude,packaged,6322,7088,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
OG Kush,distilled,packaged,9327,6998,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
OG Kush,terpene,packaged,5583,9873,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
OG Kush,sift,packaged,6246,3167,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
OG Kush,biomass,packaged,8406,8667,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
OG Kush,hash,packaged,2438,9516,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
OG Kush,seeds,unpackaged,3603,5942,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
OG Kush,plants,unpackaged,9089,7465,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
OG Kush,g-wet,unpackaged,3680,4463,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
OG Kush,dry,unpackaged,8471,4354,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
OG Kush,cured,unpackaged,6468,8809,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
OG Kush,crude,unpackaged,6273,7442,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
OG Kush,distilled,unpackaged,8269,1887,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
OG Kush,terpene,unpackaged,8778,3723,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
OG Kush,sift,unpackaged,6349,1675,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
OG Kush,biomass,unpackaged,5608,7777,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
OG Kush,hash,unpackaged,3854,2252,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Ice Cream Cake,seeds,packaged,1932,9035,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Ice Cream Cake,plants,packaged,5962,7744,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Ice Cream Cake,g-wet,packaged,946,9973,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Ice Cream Cake,dry,packaged,6591,7192,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Ice Cream Cake,cured,packaged,4000,7610,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Ice Cream Cake,crude,packaged,3344,4155,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Ice Cream Cake,distilled,packaged,3533,1683,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Ice Cream Cake,terpene,packaged,1672,608,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Ice Cream Cake,sift,packaged,2026,9001,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
